auction_id,starting_price,current_bid,bidders,total_bids,avg_increment,bid_velocity,auction_duration,time_remaining,final_price,winner_id,will_win
8036,288,795,13,64,29,8.0,152,29,1274,7,1
8037,615,1185,20,99,62,8.0,119,53,2528,18,0
8038,1724,2221,6,44,174,8.0,256,33,3245,8,0
8039,758,2370,9,42,76,8.0,43,89,2302,13,1
8040,1948,3668,3,37,197,8.0,263,15,4633,9,1
8041,1961,6752,18,92,198,8.0,219,17,8289,10,1
8042,609,1887,3,23,61,8.0,110,11,1648,10,1
8043,177,327,4,29,18,8.0,83,75,562,10,1
8044,1439,4120,19,106,145,8.0,286,16,6152,13,1
8045,956,4264,16,79,97,8.0,179,53,4744,16,1
8046,291,1184,6,42,29,8.0,123,76,1253,14,1
8047,1444,3382,18,85,146,8.0,42,11,4736,10,1
8048,159,532,15,74,16,8.0,74,93,977,4,1
8049,1753,2591,2,24,177,7.252097939697216,191,28,2620,10,0
8050,363,363,15,82,36,8.0,168,79,1276,14,0
8051,341,1335,10,64,34,8.0,234,79,1405,12,1
8052,433,1011,6,44,43,8.0,255,34,1392,15,1
8053,1924,2832,5,29,195,8.0,137,55,3218,8,0
8054,1417,2786,2,10,143,8.0,57,63,2312,11,1
8055,1622,6837,4,48,164,8.0,243,41,5093,15,1
8056,855,3509,12,74,86,8.0,179,35,3884,2,1
8057,738,2371,17,96,74,8.0,294,85,3466,19,1
8058,545,622,12,76,55,8.0,245,20,1519,10,0
8059,1013,3502,11,53,102,8.0,118,79,3884,16,1
8060,1148,4701,13,72,116,8.0,145,20,4949,9,1
8061,1300,5461,6,41,131,8.0,93,70,4755,18,1
8062,588,1312,11,57,59,8.0,168,28,1780,3,1
8063,1902,2714,14,82,192,8.0,221,92,5148,7,0
8064,422,1840,20,97,42,8.0,195,60,2342,6,1
8065,1934,7349,8,49,196,8.0,122,53,6843,6,1
8066,128,307,17,97,12,8.0,252,29,764,18,1
8067,1014,3183,7,34,102,8.0,58,50,3120,17,1
8068,733,1665,11,51,74,8.0,68,6,2282,7,1
8069,953,2375,11,56,96,8.0,139,14,2899,18,1
8070,1184,2383,12,68,120,8.0,219,29,3470,18,1
8071,927,933,11,66,94,8.0,217,94,2219,6,0
8072,888,3987,15,70,90,8.0,128,46,4304,1,1
8073,1492,2516,16,94,151,8.0,218,40,4788,5,0
8074,1403,2628,8,41,142,8.0,46,77,3308,18,0
8075,1683,3370,14,61,170,8.0,108,69,4594,16,0
8076,574,979,12,67,58,8.0,217,66,1724,18,0
8077,1258,2523,8,42,127,8.0,79,60,2998,12,1
8078,1211,3510,12,60,122,8.0,87,12,4160,8,1
8079,802,876,15,70,81,8.0,53,39,2131,7,0
8080,1023,1089,18,92,103,8.0,128,90,2630,4,0
8081,696,1747,17,99,70,8.0,252,95,2857,3,0
8082,369,1248,2,40,37,8.0,255,43,1352,9,1
8083,506,812,10,75,51,8.0,262,0,1666,7,1
8084,300,818,10,47,30,8.0,39,49,1209,8,1
8085,1397,3396,11,81,141,8.0,298,22,4904,15,1
8086,1355,3352,20,105,137,8.0,165,18,5372,6,1
8087,1906,6473,16,94,193,8.0,265,28,8351,12,1
8088,1486,4473,17,91,150,8.0,274,12,6094,13,1
8089,198,504,12,59,20,8.0,168,4,824,7,1
8090,1780,3204,18,79,180,8.0,43,44,5193,11,0
8091,1739,5157,20,99,176,8.0,191,26,7082,7,1
8092,942,1232,14,64,95,8.0,120,25,2175,12,0
8093,1213,2837,7,37,122,8.0,85,22,2919,8,1
8094,1954,2538,16,69,198,8.0,79,49,4318,14,0
8095,1111,2197,17,89,112,8.0,181,73,3556,16,0
8096,1820,5744,5,30,184,8.0,58,65,4929,4,1
8097,257,956,9,70,26,8.0,251,97,1245,14,1
8098,462,773,8,48,46,8.0,91,91,1323,5,0
8099,937,2976,18,95,95,8.0,178,41,3511,19,1
8100,1211,2193,17,82,122,8.0,63,81,3736,8,0
8101,1650,3858,3,38,167,8.0,262,18,4330,14,1
8102,1977,8272,18,94,200,8.0,216,21,9085,4,1
8103,838,984,5,25,85,8.0,85,70,1346,8,0
8104,190,844,15,90,19,8.0,223,21,1257,18,1
8105,1622,5153,9,50,164,8.0,52,45,4942,10,1
8106,1248,3811,6,47,126,8.0,238,32,4401,4,1
8107,477,760,6,35,48,8.0,162,23,1145,15,0
8108,1040,1581,6,29,105,8.0,62,15,1934,7,1
8109,1510,6365,6,45,153,8.0,178,61,5733,17,1
8110,1563,2178,4,33,158,8.0,84,5,2872,7,1
8111,1049,1506,7,48,106,8.0,211,70,2290,13,0
8112,679,2305,2,26,68,7.257169129454432,221,89,2035,13,1
8113,1950,6642,9,59,197,8.0,235,34,7272,18,1
8114,1360,3093,14,88,137,8.0,271,41,4661,3,1
8115,875,3640,7,45,88,8.0,206,59,3396,7,1
8116,632,2658,19,90,64,8.0,162,66,3111,11,1
8117,1489,5826,19,99,150,8.0,260,54,7422,6,1
8118,560,560,17,90,56,8.0,272,69,1725,4,0
8119,426,817,9,55,43,8.0,241,80,1321,9,0
8120,1106,2074,18,99,112,8.0,284,99,3967,4,0
8121,650,678,9,73,65,8.0,294,39,1670,13,0
8122,1294,5314,16,77,131,8.0,97,58,5958,9,1
8123,324,1449,11,51,32,8.0,79,37,1624,1,1
8124,1344,1788,2,22,136,8.0,151,23,1999,15,0
8125,638,1184,10,75,64,8.0,299,99,1929,18,0
8126,100,100,18,85,10,8.0,53,1,543,16,0
8127,341,418,2,28,34,7.963529910984442,222,6,720,4,1
8128,1873,4962,10,65,189,8.0,259,58,6284,13,1
8129,1747,3777,15,92,177,8.0,299,70,5318,3,0
8130,543,1287,6,41,55,8.0,197,72,1650,4,1
8131,1578,5154,7,49,160,8.0,132,70,4891,7,1
8132,1256,1459,6,34,127,8.0,74,78,2233,18,0
8133,1944,7655,5,53,197,8.0,295,74,7314,4,1
8134,809,3241,17,96,82,8.0,279,54,4056,5,1
8135,1394,1956,17,99,141,8.0,247,47,4768,18,0
8136,220,695,11,80,22,8.0,284,72,1161,1,1
8137,852,2860,15,62,86,8.0,46,73,3338,15,1
8138,1931,2786,14,80,195,8.0,200,33,5221,7,0
8139,1124,2458,5,28,113,8.0,104,0,2506,13,1
8140,646,2174,15,80,65,8.0,236,31,2691,11,1
8141,328,1080,10,46,33,8.0,55,53,1277,5,1
8142,1436,5607,4,23,145,8.0,99,52,4949,18,1
8143,1325,1709,11,73,134,8.0,259,37,3546,20,0
8144,810,1616,16,85,82,8.0,232,93,2831,2,0
8145,1906,6836,20,114,193,8.0,297,47,9333,13,1
8146,142,244,3,33,14,8.0,203,13,551,12,1
8147,677,1887,3,24,68,8.0,111,19,1733,5,1
8148,1850,2419,10,63,187,8.0,177,9,4266,4,0
8149,709,980,5,57,71,8.0,284,26,1788,8,0
8150,579,1012,6,40,58,8.0,205,30,1346,11,1
8151,1115,2104,3,40,113,8.0,268,33,2770,17,1
8152,1665,1665,8,36,168,8.0,36,83,2428,12,0
8153,295,1174,20,101,30,8.0,129,76,1831,16,1
8154,1891,1891,7,51,191,8.0,282,49,3392,11,0
8155,1610,5834,17,81,163,8.0,40,44,6711,12,1
8156,444,827,15,81,45,8.0,170,37,1713,10,0
8157,1452,3303,13,67,147,8.0,123,1,4307,17,1
8158,831,2443,7,50,84,8.0,204,91,2844,6,1
8159,864,1410,14,72,87,8.0,73,29,2469,15,0
8160,1588,1721,16,79,161,8.0,206,84,3873,2,0
8161,1929,8375,15,88,195,8.0,297,74,8937,5,1
8162,340,1316,9,46,34,8.0,103,11,1466,6,1
8163,899,3245,12,65,91,8.0,154,31,3630,8,1
8164,1013,2815,10,47,102,8.0,38,48,3098,20,1
8165,814,2574,13,67,82,8.0,147,26,3158,12,1
8166,790,3158,7,40,80,8.0,139,40,2937,8,1
8167,199,446,20,93,20,8.0,182,28,1014,2,1
8168,1402,1664,4,23,142,8.0,99,63,1928,13,0
8169,928,3633,2,22,94,8.0,118,36,3033,6,1
8170,470,485,16,85,47,8.0,194,34,1443,20,0
8171,1650,6929,16,95,167,8.0,275,27,8069,11,1
8172,1624,5640,6,37,164,8.0,93,80,5312,19,1
8173,1024,2507,12,65,103,8.0,212,64,3437,4,1
8174,667,2052,2,21,67,7.489854893984211,171,72,1758,14,1
8175,1312,3647,11,58,133,8.0,58,39,3910,18,1
8176,647,1480,12,68,65,8.0,182,83,2261,12,0
8177,548,699,8,60,55,8.0,221,41,1416,18,0
8178,1487,5640,18,100,150,8.0,191,17,7627,7,1
8179,176,525,13,64,17,8.0,58,51,840,16,1
8180,280,952,5,43,28,8.0,260,44,1055,13,1
8181,112,177,13,55,11,8.0,41,9,538,2,0
8182,390,603,4,28,39,8.0,93,66,873,4,0
8183,231,902,19,91,23,8.0,196,81,1309,3,1
8184,1992,5627,13,62,201,8.0,88,35,6510,7,1
8185,648,1606,20,81,65,8.0,57,75,2679,14,0
8186,383,439,14,69,38,8.0,168,58,1090,7,0
8187,557,1326,17,91,56,8.0,225,27,1996,17,1
8188,1878,6393,9,51,190,8.0,140,34,6150,2,1
8189,1088,1287,7,48,110,8.0,218,94,2247,2,0
8190,793,793,11,65,80,8.0,262,21,1685,6,0
8191,1759,5008,11,68,178,8.0,288,15,6272,9,1
8192,850,1675,7,38,86,8.0,92,7,1919,16,1
8193,736,3058,9,57,74,8.0,193,87,2860,14,1
8194,493,1477,19,86,50,8.0,102,67,1956,20,1
8195,817,1563,18,95,82,8.0,265,11,3077,5,0
8196,701,1376,11,68,71,8.0,270,76,2069,6,0
8197,1386,1771,3,31,140,8.0,116,62,2130,14,0
8198,650,1573,13,75,65,8.0,204,98,2178,9,0
8199,1196,1260,11,67,121,8.0,269,51,2663,5,0
8200,225,547,10,56,22,8.0,167,51,956,19,1
8201,463,577,17,87,46,8.0,224,24,1517,19,0
8202,874,2889,8,63,88,8.0,246,19,3243,5,1
8203,1880,6033,10,70,190,8.0,265,73,7096,12,1
8204,816,3186,7,51,82,8.0,169,37,3114,1,1
8205,1361,5736,11,69,138,8.0,284,72,5548,20,1
8206,584,1882,8,57,59,8.0,199,77,2367,6,1
8207,341,467,19,86,34,8.0,70,90,1202,17,0
8208,211,566,12,69,21,8.0,195,42,1014,5,1
8209,680,2913,2,20,68,8.0,110,9,2388,4,1
8210,399,614,20,90,40,8.0,130,2,1465,16,0
8211,430,964,6,53,43,8.0,248,29,1312,13,1
8212,1545,5513,7,65,156,8.0,292,93,6056,14,1
8213,130,471,8,57,13,8.0,264,74,683,7,1
8214,1159,5002,5,26,117,8.0,117,55,4309,11,1
8215,820,1407,17,91,83,8.0,152,23,2641,10,0
8216,1062,4223,11,69,107,8.0,295,71,4264,18,1
8217,1169,1169,16,94,118,8.0,279,74,3406,10,0
8218,695,931,14,82,70,8.0,293,23,2080,15,0
8219,660,2833,9,49,66,8.0,146,70,2661,14,1
8220,1493,6061,14,89,151,8.0,246,12,6402,11,1
8221,1755,1800,8,56,177,8.0,265,10,3903,4,0
8222,465,489,18,78,47,8.0,41,5,1358,11,0
8223,285,600,5,35,28,8.0,101,81,835,3,1
8224,1805,4117,8,53,183,8.0,268,27,4654,5,1
8225,764,1935,17,81,77,8.0,134,60,2657,14,1
8226,1147,3246,3,22,116,8.0,105,14,2845,14,1
8227,783,1005,15,72,79,8.0,103,44,2302,10,0
8228,339,1508,15,82,34,8.0,131,2,1852,11,1
8229,1219,5298,9,40,123,8.0,95,85,4529,17,1
8230,1097,2538,7,29,111,8.0,30,53,2383,17,1
8231,485,1265,8,34,49,8.0,76,89,1454,10,1
8232,958,2054,8,66,97,8.0,268,46,2829,18,1
8233,1614,5177,3,20,163,8.0,50,31,4615,16,1
8234,1221,4138,5,34,123,8.0,141,40,3348,4,1
8235,284,790,14,72,28,8.0,153,24,1185,10,1
8236,1141,4815,11,75,115,8.0,240,88,4761,17,1
8237,1435,2989,10,44,145,8.0,98,29,3418,4,1
8238,1606,2830,16,79,162,8.0,113,29,4768,13,0
8239,1295,4178,13,53,131,8.0,33,63,4271,11,1
8240,390,546,11,76,39,8.0,273,12,1254,12,0
8241,1449,4254,20,102,146,8.0,215,21,6084,5,1
8242,1386,2768,6,32,140,8.0,100,42,3061,1,1
8243,146,191,8,66,14,8.0,269,18,578,17,0
8244,882,1738,12,58,89,8.0,53,25,2406,10,1
8245,732,1135,17,79,74,8.0,129,69,2526,5,0
8246,1371,4292,14,69,139,8.0,182,27,4971,16,1
8247,510,510,5,44,51,8.0,166,63,1121,19,0
8248,1222,4680,17,85,123,8.0,206,49,5340,11,1
8249,1835,5434,14,69,186,8.0,110,76,6057,3,1
8250,1615,6416,2,36,163,8.0,234,75,5101,16,1
8251,1850,2578,5,40,187,8.0,139,19,3413,20,1
8252,1959,4990,16,78,198,8.0,63,94,6472,3,0
8253,120,393,17,96,12,8.0,229,80,849,10,1
8254,1283,1718,5,55,130,8.0,276,53,2714,2,0
8255,884,884,18,90,89,8.0,128,55,2584,20,0
8256,1733,7436,12,72,175,8.0,189,82,8289,2,1
8257,578,2133,6,48,58,8.0,215,48,2436,4,1
8258,1963,7255,14,88,199,8.0,254,47,8155,16,1
8259,1266,5324,13,62,128,8.0,83,63,5366,2,1
8260,1607,4725,4,39,162,8.0,183,8,4488,3,1
8261,262,833,5,48,26,8.0,229,58,1126,13,1
8262,448,705,11,50,45,8.0,83,22,1205,17,0
8263,1540,3914,10,61,156,8.0,157,11,4823,3,1
8264,141,196,11,63,14,8.0,155,81,630,16,0
8265,1652,1925,14,76,167,8.0,256,38,3980,15,0
8266,126,220,2,29,12,7.231473637320338,239,50,446,6,1
8267,1348,3371,13,61,136,8.0,92,29,4049,12,1
8268,793,2509,12,53,80,8.0,92,3,2985,16,1
8269,1261,3364,9,59,127,8.0,225,44,3738,11,1
8270,1422,5845,15,89,144,8.0,229,75,6728,13,1
8271,750,1508,15,64,76,8.0,78,75,2232,13,0
8272,305,1200,18,88,30,8.0,141,92,1622,12,1
8273,232,560,20,103,23,8.0,252,84,1127,5,0
8274,1218,1597,18,80,123,8.0,51,98,3054,11,0
8275,1089,4360,7,47,110,8.0,130,57,4411,20,1
8276,1510,3942,15,75,153,8.0,204,5,5238,3,1
8277,1068,1408,19,103,108,8.0,238,86,3777,3,0
8278,902,1350,18,87,91,8.0,206,95,2916,19,0
8279,856,913,7,49,86,8.0,137,46,1826,6,0
8280,150,478,6,52,15,8.0,297,11,749,7,1
8281,737,1581,14,63,74,8.0,41,2,2065,7,1
8282,1954,8552,17,84,198,8.0,163,61,8909,11,1
8283,1759,4913,10,61,178,8.0,167,66,5156,17,1
8284,725,1239,13,57,73,8.0,94,1,2103,2,1
8285,1216,3624,11,65,123,8.0,180,94,4334,6,1
8286,1709,7547,14,70,173,8.0,89,54,6417,15,1
8287,938,938,20,95,95,8.0,149,61,2519,17,0
8288,134,191,17,81,13,8.0,146,56,662,15,0
8289,241,1022,18,96,24,8.0,238,31,1503,19,1
8290,1069,1069,17,101,108,8.0,284,90,3191,10,0
8291,1941,8475,15,71,196,8.0,84,0,8059,11,1
8292,1417,4425,17,99,143,8.0,297,74,5936,1,1
8293,234,389,16,94,23,8.0,283,36,1022,20,0
8294,459,520,13,61,46,8.0,60,19,1177,2,0
8295,1565,1855,6,56,158,8.0,276,43,3272,19,0
8296,1698,6624,12,63,172,8.0,182,19,7478,2,1
8297,1273,4889,6,45,129,8.0,267,86,4300,10,1
8298,1324,5145,12,82,134,8.0,285,79,6233,13,1
8299,153,669,3,44,15,8.0,261,85,822,19,1
8300,1674,3758,20,91,169,8.0,138,83,5664,7,0
8301,1597,6692,18,95,161,8.0,201,82,8383,15,1
8302,592,827,20,99,60,8.0,155,58,2077,16,0
8303,1446,6183,13,59,146,8.0,128,90,6115,2,1
8304,508,864,6,37,51,8.0,97,5,1236,5,1
8305,176,407,13,72,17,8.0,149,28,782,12,1
8306,482,1305,17,87,48,8.0,247,21,2054,16,1
8307,439,1657,2,33,44,7.805010336105291,257,12,1594,5,1
8308,741,1661,3,38,75,8.0,288,0,1881,5,1
8309,895,1847,11,49,90,8.0,108,40,2352,10,1
8310,1066,4730,3,30,108,8.0,205,72,3891,3,1
8311,1005,1082,11,70,101,8.0,217,64,2300,8,0
8312,614,614,19,84,62,8.0,81,65,1845,8,0
8313,155,156,2,22,15,8.0,129,88,434,20,0
8314,1249,5226,6,39,126,8.0,122,95,4913,1,1
8315,851,1415,13,85,86,8.0,296,68,2976,13,0
8316,667,667,18,106,67,8.0,288,8,2347,15,0
8317,1747,6108,20,105,177,8.0,251,67,8946,15,1
8318,1518,4814,19,99,153,8.0,157,55,6984,11,1
8319,1729,6451,14,74,175,8.0,101,6,6988,16,1
8320,1040,2848,4,50,105,8.0,277,25,3110,14,1
8321,348,507,11,50,35,8.0,102,23,923,9,0
8322,1422,2668,15,84,144,8.0,170,77,4876,10,0
8323,491,504,9,51,49,8.0,96,34,1075,11,0
8324,938,3194,11,73,95,8.0,292,50,3744,4,1
8325,223,714,3,25,22,8.0,41,78,835,15,1
8326,1668,5535,14,58,169,8.0,77,93,5559,9,1
8327,339,1498,6,42,34,8.0,236,53,1655,9,1
8328,1815,1857,12,50,184,8.0,70,55,3347,12,0
8329,1742,1813,2,44,176,8.0,294,9,3098,10,0
8330,982,3470,11,55,99,8.0,116,49,3443,19,1
8331,1514,6661,14,92,153,8.0,278,68,7099,16,1
8332,1276,3585,5,49,129,8.0,208,18,4144,7,1
8333,1625,6189,11,70,164,8.0,201,11,6733,3,1
8334,920,2811,13,84,93,8.0,277,86,3696,13,1
8335,1593,6770,15,77,161,8.0,168,11,7267,18,1
8336,978,1505,4,24,99,8.0,138,91,1799,19,0
8337,1887,4039,3,26,191,8.0,88,27,4036,11,1
8338,1024,3141,20,83,103,8.0,69,32,4018,2,1
8339,978,1502,12,69,99,8.0,243,52,2786,15,0
8340,1591,6185,8,39,161,8.0,64,18,5640,19,1
8341,1660,6232,19,87,168,8.0,136,68,6914,14,1
8342,1153,3991,15,77,116,8.0,140,52,5014,15,1
8343,441,1366,8,55,44,8.0,209,94,1639,16,1
8344,988,1592,8,46,100,8.0,105,91,2401,18,0
8345,1939,7794,10,63,196,8.0,256,76,8042,16,1
8346,1530,4495,13,68,155,8.0,86,18,5083,17,1
8347,1641,2599,7,49,166,8.0,243,21,3857,7,0
8348,162,572,8,64,16,8.0,259,26,947,10,1
8349,988,988,5,35,100,8.0,82,83,1440,1,0
8350,1328,2134,17,92,134,8.0,248,64,4548,8,0
8351,1677,2749,8,63,170,8.0,222,17,4309,18,1
8352,193,363,9,65,19,8.0,266,45,821,12,1
8353,1719,1719,9,56,174,8.0,167,97,3461,6,0
8354,1141,4473,4,33,115,8.0,93,73,4035,2,1
8355,474,550,10,69,48,8.0,276,93,1277,4,0
8356,702,2718,20,105,71,8.0,243,80,3348,11,1
8357,635,932,14,60,64,8.0,35,72,1673,12,0
8358,1108,4336,8,59,112,8.0,283,82,4505,11,1
8359,198,198,16,95,20,8.0,286,69,839,7,0
8360,401,1485,20,88,40,8.0,125,56,2132,18,1
8361,1644,4556,3,22,166,8.0,32,73,4148,1,1
8362,351,563,13,74,35,8.0,179,22,1234,6,0
8363,543,1252,9,62,55,8.0,276,49,1804,2,1
8364,961,1114,9,41,97,8.0,63,95,1877,7,0
8365,1082,1415,14,73,109,8.0,189,80,3033,2,0
8366,1550,3347,2,32,157,8.0,227,92,3561,18,1
8367,949,2209,11,59,96,8.0,66,96,2931,8,0
8368,1600,5876,10,63,162,8.0,168,58,5807,1,1
8369,1274,4587,3,12,129,8.0,53,19,3457,16,1
8370,314,531,20,104,31,8.0,180,74,1374,9,0
8371,397,587,15,79,40,8.0,149,0,1366,14,0
8372,930,1323,11,63,94,8.0,101,8,2209,1,0
8373,854,2550,11,68,86,8.0,260,28,3310,18,1
8374,1512,4459,9,44,153,8.0,133,1,4185,6,1
8375,1203,1429,15,80,122,8.0,218,68,2818,3,0
8376,837,1724,14,81,84,8.0,243,81,2569,18,0
8377,424,1712,7,31,43,8.0,78,75,1491,5,1
8378,530,2276,14,58,53,8.0,62,14,2334,7,1
8379,1193,5246,4,25,120,8.0,32,80,4173,18,1
8380,904,3045,14,68,91,8.0,112,82,3521,1,1
8381,1078,1078,20,113,109,8.0,250,9,3310,5,0
8382,424,1101,17,87,43,8.0,238,49,1686,16,1
8383,1359,2310,5,52,137,8.0,265,68,3500,5,0
8384,1719,7026,4,44,174,8.0,235,40,6695,14,1
8385,590,590,16,63,59,8.0,36,88,1389,10,0
8386,1033,1259,16,86,104,8.0,134,52,2919,3,0
8387,1953,3631,19,79,198,8.0,31,12,5899,13,1
8388,733,2487,8,34,74,8.0,39,53,2438,5,1
8389,1230,5247,6,34,124,8.0,159,57,4219,16,1
8390,271,606,9,53,27,8.0,127,95,1081,15,0
8391,1251,2583,11,63,126,8.0,180,42,3658,3,1
8392,270,999,2,8,27,8.0,47,89,969,10,1
8393,1922,7927,12,75,194,8.0,188,31,7700,10,1
8394,1459,1640,4,16,147,8.0,47,45,1897,3,0
8395,1597,7106,4,39,161,8.0,144,67,5945,20,1
8396,1437,3861,16,85,145,8.0,125,88,5353,1,0
8397,1220,5466,18,87,123,8.0,90,77,5974,8,1
8398,954,954,19,84,96,8.0,114,15,2670,16,0
8399,1730,7090,9,42,175,8.0,30,19,6560,10,1
8400,1917,2234,14,62,194,8.0,117,6,4089,2,0
8401,1048,3855,11,55,106,8.0,51,62,4236,10,1
8402,1869,1869,4,49,189,8.0,278,44,3243,8,0
8403,1208,1576,15,71,122,8.0,50,87,2956,11,0
8404,1122,1567,14,86,113,8.0,287,98,3326,7,0
8405,963,2935,4,28,97,8.0,162,87,2606,19,1
8406,497,1675,14,81,50,8.0,168,4,2292,1,1
8407,107,121,10,69,10,8.0,242,94,528,2,0
8408,558,1286,17,92,56,8.0,217,10,2179,7,1
8409,1068,3629,9,44,108,8.0,94,44,3803,20,1
8410,821,3423,13,58,83,8.0,36,29,3429,16,1
8411,952,1429,13,84,96,8.0,240,15,2679,14,0
8412,1963,4655,20,91,199,8.0,65,17,6805,1,1
8413,765,1258,18,97,77,8.0,191,34,2607,13,0
8414,959,959,16,96,97,8.0,284,2,2624,7,0
8415,353,879,19,96,35,8.0,178,6,1481,2,1
8416,191,449,8,41,19,8.0,107,71,703,19,1
8417,1573,6041,14,59,159,8.0,78,62,5824,3,1
8418,1184,4849,20,86,120,8.0,37,9,5454,2,1
8419,1545,3256,17,96,156,8.0,198,43,5461,8,1
8420,384,1316,12,68,39,8.0,180,60,1665,20,1
8421,1186,3486,6,36,120,8.0,154,9,3420,8,1
8422,581,2123,3,29,58,8.0,82,97,1982,11,1
8423,533,715,2,12,54,7.578642351410107,93,84,859,1,0
8424,121,464,17,95,12,8.0,288,22,818,4,1
8425,347,1053,6,23,35,8.0,35,51,1086,8,1
8426,687,2502,8,47,69,8.0,128,50,2568,6,1
8427,322,758,10,43,32,8.0,40,33,1054,20,1
8428,1973,1973,5,29,200,8.0,81,75,2768,9,0
8429,686,2880,20,103,69,8.0,281,65,3536,20,1
8430,347,1215,16,66,35,8.0,70,86,1621,18,1
8431,478,1604,8,60,48,8.0,192,0,2060,3,1
8432,1216,3103,19,90,123,8.0,123,60,4382,14,1
8433,221,221,6,52,22,8.0,200,99,668,11,0
8434,1738,2277,14,84,176,8.0,260,78,4835,8,0
8435,1926,4668,4,32,195,8.0,107,34,4367,15,1
8436,568,2124,7,35,57,8.0,51,15,2189,4,1
8437,955,3908,13,61,96,8.0,85,42,4359,8,1
8438,142,354,19,89,14,8.0,148,42,768,5,1
8439,1317,5903,19,87,133,8.0,169,58,6000,5,1
8440,886,3922,5,56,89,8.0,284,6,3818,19,1
8441,613,1315,15,65,62,8.0,34,38,2113,20,1
8442,492,512,15,87,49,8.0,234,85,1290,6,0
8443,1342,3522,2,17,136,8.0,49,64,2848,19,1
8444,890,3941,12,54,90,8.0,51,43,3862,2,1
8445,441,950,10,66,44,8.0,206,31,1379,12,1
8446,1409,2960,19,111,142,8.0,275,27,5448,8,1
8447,1173,2259,6,40,118,8.0,107,74,2726,10,1
8448,1731,7471,11,60,175,8.0,102,42,7695,2,1
8449,323,483,16,80,32,8.0,196,24,1139,5,0
8450,1592,3839,11,68,161,8.0,239,81,5266,17,1
8451,1379,2147,17,93,139,8.0,264,26,4154,8,0
8452,318,386,5,33,32,8.0,97,6,655,2,0
8453,1420,3429,5,47,143,8.0,229,54,4139,2,1
8454,938,3551,9,51,95,8.0,112,27,3543,17,1
8455,1895,1895,7,49,192,8.0,177,0,3410,8,0
8456,369,957,12,54,37,8.0,81,50,1205,20,1
8457,1321,3530,14,57,133,8.0,69,89,4089,11,1
8458,825,892,20,112,83,8.0,282,64,2916,5,0
8459,1917,8477,12,61,194,8.0,177,1,7961,13,1
8460,726,1113,3,11,73,8.0,31,37,1161,9,1
8461,1928,8010,4,44,195,8.0,244,24,7079,18,1
8462,1812,2988,16,91,183,8.0,216,67,5432,7,0
8463,613,1682,14,63,62,8.0,117,45,2068,5,1
8464,1626,6117,11,62,164,8.0,155,17,5641,2,1
8465,1991,8592,6,39,201,8.0,151,45,7775,16,1
8466,580,1325,12,65,58,8.0,104,93,1954,16,0
8467,929,985,15,88,94,8.0,294,41,2574,20,0
8468,1088,1088,16,85,110,8.0,176,87,2945,10,0
8469,660,2663,14,81,66,8.0,272,47,3259,3,1
8470,129,331,4,37,13,8.0,188,75,595,12,1
8471,518,702,10,70,52,8.0,216,78,1431,7,0
8472,635,1600,9,42,64,8.0,37,76,1773,4,1
8473,942,1530,16,84,95,8.0,168,63,2670,7,0
8474,425,1440,2,36,43,8.0,224,95,1491,3,1
8475,1759,4059,3,19,178,8.0,62,92,3500,19,1
8476,1439,5029,10,60,145,8.0,213,30,5491,12,1
8477,261,950,18,77,26,8.0,52,69,1306,9,1
8478,1335,2916,10,61,135,8.0,247,66,3892,18,1
8479,1341,4366,2,33,136,6.737897226621889,294,20,3828,1,1
8480,1916,7021,9,59,194,8.0,199,26,7116,17,1
8481,105,105,6,33,10,8.0,50,31,410,10,0
8482,571,864,12,64,57,8.0,188,33,1570,20,0
8483,1862,8260,7,60,188,8.0,230,85,7648,1,1
8484,1871,1871,18,109,189,8.0,281,75,5580,7,0
8485,1469,2876,19,77,148,8.0,42,80,4837,3,0
8486,1554,5744,19,97,157,8.0,239,91,7144,18,1
8487,273,539,6,34,27,8.0,65,51,819,10,1
8488,1076,4124,6,53,109,8.0,243,83,4177,11,1
8489,540,696,20,101,54,8.0,269,69,1967,14,0
8490,444,1796,14,77,45,8.0,262,46,2186,1,1
8491,1639,4179,8,52,166,8.0,206,19,5172,1,1
8492,356,356,15,81,36,8.0,165,43,1102,19,0
8493,990,3076,9,66,100,8.0,266,20,3524,20,1
8494,1883,3438,4,31,190,8.0,170,28,3411,19,1
8495,453,1536,5,24,45,8.0,81,28,1456,19,1
8496,1958,8107,11,69,198,8.0,284,76,8278,9,1
8497,1989,2206,5,35,201,8.0,130,50,3031,11,0
8498,1155,1969,19,95,117,8.0,198,79,3555,13,0
8499,423,951,13,69,42,8.0,83,87,1576,14,0
8500,700,3048,16,65,71,8.0,59,61,3201,3,1
8501,906,2085,14,74,91,8.0,178,40,3022,4,1
8502,687,838,13,65,69,8.0,179,85,1867,17,0
8503,633,1203,9,43,64,8.0,129,56,1531,17,1
8504,1947,1947,10,50,197,8.0,114,85,3768,1,0
8505,391,589,10,59,39,8.0,131,26,1112,9,0
8506,1493,4563,18,104,151,8.0,244,56,6290,13,1
8507,100,143,2,24,10,8.0,126,21,391,12,1
8508,1232,5169,7,58,124,8.0,278,69,4896,6,1
8509,1840,6329,8,37,186,8.0,60,58,5650,17,1
8510,647,2165,10,63,65,8.0,281,55,2568,12,1
8511,452,1110,11,61,45,8.0,216,63,1568,10,1
